0.0007526874542236328 , [-0.07252, -0.00683, 0.99855] , [0.42727, -0.69495, 4.12273] 
0.011014699935913086 , [-0.07252, -0.00683, 0.99855] , [0.42727, -0.69495, 4.12273] 
0.021390199661254883 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.03162860870361328 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.04190182685852051 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.05212688446044922 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.06247830390930176 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.07277345657348633 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.08305859565734863 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.09328007698059082 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.10354089736938477 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.11375975608825684 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.1241295337677002 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.13434982299804688 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.14467740058898926 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.15491461753845215 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.16519451141357422 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.1754767894744873 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.1857914924621582 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.1960136890411377 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.20628833770751953 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.216522216796875 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.2268683910369873 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.23712515830993652 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.2477271556854248 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.25818896293640137 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.2684929370880127 , [-0.07265, -0.00684, 0.99852] , [0.42464, -0.69713, 4.12322] 
0.2787971496582031 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.28910017013549805 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.2993490695953369 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.3096444606781006 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.31986403465270996 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.3301882743835449 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.34040355682373047 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.3507051467895508 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.3609428405761719 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.37125539779663086 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.3816230297088623 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.3919389247894287 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.4021568298339844 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.4124598503112793 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.4227774143218994 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.43307924270629883 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.44329190254211426 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.4535830020904541 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.4637939929962158 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.47411513328552246 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.48433613777160645 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.49462032318115234 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.5048341751098633 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.5150933265686035 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.5253756046295166 , [-0.05541, -0.09147, 0.99937] , [0.25397, -0.6491, 3.99694] 
0.5356547832489014 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.5458645820617676 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.5561323165893555 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.566342830657959 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.5766291618347168 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.5868961811065674 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.5971636772155762 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.6073718070983887 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.6176369190216064 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.6279284954071045 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.6381897926330566 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.6484014987945557 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.6586577892303467 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.6688971519470215 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.679187536239624 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.6894216537475586 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.6997396945953369 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.7099690437316895 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.7202844619750977 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.730586051940918 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.7408816814422607 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.7511012554168701 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.7613809108734131 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.7715976238250732 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.7818973064422607 , [-0.05529, -0.04966, 0.99719] , [0.2692, -0.61024, 3.9731] 
0.792149543762207 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.8024196624755859 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.8126256465911865 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.8229007720947266 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.8331525325775146 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.8434104919433594 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.8537721633911133 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.8640408515930176 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.8742578029632568 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.884545087814331 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.8947632312774658 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.9050240516662598 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.9152295589447021 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.9255197048187256 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.93576979637146 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.9460432529449463 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.9562468528747559 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.9664950370788574 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.9767661094665527 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.9871268272399902 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
0.9973442554473877 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
1.007615566253662 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
1.0178210735321045 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
1.0281078815460205 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
1.0383434295654297 , [-0.05377, -0.02463, 1.00111] , [0.29142, -0.60012, 3.97022] 
1.0486173629760742 , [-0.04232, -0.04278, 0.99865] , [0.24952, -0.53259, 4.0148] 
1.0588276386260986 , [-0.04232, -0.04278, 0.99865] , [0.24952, -0.53259, 4.0148] 
1.0690948963165283 , [-0.04232, -0.04278, 0.99865] , [0.24952, -0.53259, 4.0148] 
1.0793466567993164 , [-0.04232, -0.04278, 0.99865] , [0.24952, -0.53259, 4.0148] 
1.0896222591400146 , [-0.04232, -0.04278, 0.99865] , [0.24952, -0.53259, 4.0148] 
1.0998365879058838 , [-0.04232, -0.04278, 0.99865] , [0.24952, -0.53259, 4.0148] 
1.1100986003875732 , [-0.04232, -0.04278, 0.99865] , [0.24952, -0.53259, 4.0148] 
1.1203172206878662 , [-0.04232, -0.04278, 0.99865] , [0.24952, -0.53259, 4.0148] 
1.1306099891662598 , [-0.04232, -0.04278, 0.99865] , [0.24952, -0.53259, 4.0148] 
1.1408178806304932 , [-0.04232, -0.04278, 0.99865] , [0.24952, -0.53259, 4.0148] 
1.1512172222137451 , [-0.04232, -0.04278, 0.99865] , [0.24952, -0.53259, 4.0148] 
1.1615257263183594 , [-0.04232, -0.04278, 0.99865] , [0.24952, -0.53259, 4.0148] 
